資料日期,ETF,更新時間,持股JSON
2026-07-21 00:00:00,00981A,2026-07-21 16:41:07,"[[""2330"",""台積電"",11960,10.74],[""2383"",""台光電"",4653,8.37],[""2454"",""聯發科"",5131,7.01],[""2327"",""國巨*"",25098,6.26],[""6223"",""旺矽"",2443,5.35],[""2345"",""智邦"",6334,5.24],[""3037"",""欣興"",16971,5.21],[""3017"",""奇鋐"",5423,4.69],[""6669"",""緯穎"",2417,4.5],[""2303"",""聯電"",86550,4.34],[""8046"",""南電"",9519,4.22],[""2308"",""台達電"",5567,3.8],[""3711"",""日月光投控"",16135,3.8],[""3665"",""貿聯-KY"",4834,3.6],[""2368"",""金像電"",8315,3.04],[""3653"",""健策"",2267,2.97],[""6274"",""台燿"",5160,2.37],[""5274"",""信驊"",449,2.36],[""6805"",""富世達"",1881,0.99],[""8210"",""勤誠"",2267,0.98],[""2449"",""京元電子"",6197,0.64],[""6187"",""萬潤"",1334,0.5],[""6147"",""頎邦"",5752,0.37],[""6510"",""精測"",349,0.34],[""6515"",""穎崴"",130,0.32],[""5439"",""高技"",2940,0.28],[""6278"",""台表科"",4334,0.27],[""1590"",""亞德客-KY"",528,0.27],[""6271"",""同欣電"",2966,0.22],[""6191"",""精成科"",3988,0.13],[""3264"",""欣銓"",1508,0.12],[""3376"",""新日興"",1741,0.12],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-22 00:00:00,00403A,2026-07-22 16:41:07,"[[""2330"",""台積電"",12200,17.34],[""2303"",""聯電"",76000,6.25],[""3017"",""奇鋐"",3450,4.63],[""2344"",""華邦電"",40000,4.05],[""2383"",""台光電"",1330,4.04],[""3037"",""欣興"",7530,4.04],[""2454"",""聯發科"",1730,3.94],[""6223"",""旺矽"",1000,3.55],[""2308"",""台達電"",2920,3.25],[""2345"",""智邦"",2260,3.06],[""6669"",""緯穎"",790,2.57],[""2327"",""國巨*"",6000,2.5],[""3711"",""日月光投控"",6400,2.49],[""4958"",""臻鼎-KY"",6934,2.3],[""3653"",""健策"",874,1.81],[""6488"",""環球晶"",2350,1.73],[""3189"",""景碩"",3217,1.52],[""3533"",""嘉澤"",1240,1.48],[""6274"",""台燿"",1680,1.35],[""8046"",""南電"",1750,1.35],[""3443"",""創意"",510,1.32],[""1303"",""南亞"",10700,1.32],[""2368"",""金像電"",2060,1.15],[""7769"",""鴻勁"",300,1.14],[""8996"",""高力"",1600,1.02],[""5274"",""信驊"",110,1.01],[""2360"",""致茂"",760,0.96],[""2337"",""旺宏"",10000,0.8],[""3665"",""貿聯-KY"",490,0.61],[""6515"",""穎崴"",149,0.57],[""6805"",""富世達"",620,0.51],[""2317"",""鴻海"",3200,0.48],[""3211"",""順達"",2000,0.47],[""8358"",""金居"",1750,0.43],[""3583"",""辛耘"",900,0.41],[""6239"",""力成"",1900,0.33],[""1560"",""中砂"",750,0.31],[""4966"",""譜瑞-KY"",800,0.29],[""6415"",""矽力*-KY"",900,0.26],[""2049"",""上銀"",1010,0.19],[""6442"",""光聖"",225,0.18],[""3008"",""大立光"",60,0.14],[""2404"",""漢唐"",180,0.13],[""3264"",""欣銓"",600,0.08],[""2455"",""全新"",336,0.06],[""6285"",""啟碁"",250,0.04],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-22 00:00:00,00981A,2026-07-22 16:46:07,"[[""2330"",""台積電"",11840,10.21],[""2383"",""台光電"",4653,8.57],[""2454"",""聯發科"",5131,7.1],[""2327"",""國巨*"",25098,6.34],[""3037"",""欣興"",16971,5.53],[""6223"",""旺矽"",2443,5.27],[""2345"",""智邦"",6334,5.2],[""6669"",""緯穎"",2417,4.78],[""8046"",""南電"",9519,4.46],[""3017"",""奇鋐"",5423,4.41],[""2303"",""聯電"",86550,4.32],[""3711"",""日月光投控"",16327,3.85],[""2308"",""台達電"",5567,3.76],[""3665"",""貿聯-KY"",4834,3.67],[""3653"",""健策"",2267,2.85],[""2368"",""金像電"",8315,2.81],[""6274"",""台燿"",5160,2.51],[""5274"",""信驊"",449,2.5],[""6805"",""富世達"",1881,0.94],[""8210"",""勤誠"",2267,0.94],[""2449"",""京元電子"",7089,0.75],[""6187"",""萬潤"",1334,0.51],[""6147"",""頎邦"",5229,0.36],[""4958"",""臻鼎-KY"",1682,0.34],[""6510"",""精測"",349,0.34],[""1590"",""亞德客-KY"",528,0.27],[""6278"",""台表科"",4334,0.26],[""5439"",""高技"",2646,0.24],[""6271"",""同欣電"",2966,0.22],[""6515"",""穎崴"",93,0.22],[""2408"",""南亞科"",940,0.15],[""6191"",""精成科"",3988,0.13],[""3264"",""欣銓"",1508,0.12],[""3376"",""新日興"",1741,0.12],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-23 00:00:00,00981A,2026-07-23 16:46:16,"[[""2330"",""台積電"",11840,10.17],[""2383"",""台光電"",4653,8.47],[""2454"",""聯發科"",5131,7.1],[""2327"",""國巨*"",25098,6.24],[""6223"",""旺矽"",2443,5.45],[""3037"",""欣興"",16971,5.43],[""2345"",""智邦"",6334,5.26],[""3017"",""奇鋐"",5423,4.73],[""6669"",""緯穎"",2417,4.72],[""2303"",""聯電"",86550,4.28],[""8046"",""南電"",9519,4.18],[""3665"",""貿聯-KY"",4834,3.95],[""3711"",""日月光投控"",16327,3.79],[""2308"",""台達電"",5567,3.74],[""3653"",""健策"",2267,3],[""2368"",""金像電"",7478,2.51],[""5274"",""信驊"",449,2.49],[""6274"",""台燿"",5160,2.46],[""6805"",""富世達"",1931,1],[""8210"",""勤誠"",2267,0.96],[""2449"",""京元電子"",7089,0.72],[""6187"",""萬潤"",1334,0.49],[""6510"",""精測"",349,0.34],[""4958"",""臻鼎-KY"",1682,0.3],[""6147"",""頎邦"",4706,0.3],[""1590"",""亞德客-KY"",528,0.27],[""6278"",""台表科"",4334,0.26],[""5439"",""高技"",2646,0.24],[""6515"",""穎崴"",93,0.22],[""6271"",""同欣電"",2966,0.21],[""2408"",""南亞科"",940,0.14],[""6191"",""精成科"",3988,0.13],[""3264"",""欣銓"",1508,0.12],[""3376"",""新日興"",1741,0.12],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-23 00:00:00,00403A,2026-07-23 16:56:04,"[[""2330"",""台積電"",11600,16.55],[""2303"",""聯電"",76000,6.24],[""3017"",""奇鋐"",3450,4.99],[""3037"",""欣興"",7600,4.04],[""2383"",""台光電"",1330,4.02],[""2454"",""聯發科"",1730,3.98],[""2344"",""華邦電"",40000,3.82],[""6223"",""旺矽"",1000,3.71],[""2308"",""台達電"",3040,3.39],[""2345"",""智邦"",2260,3.12],[""2327"",""國巨*"",6000,2.48],[""3711"",""日月光投控"",6400,2.46],[""3653"",""健策"",931,2.05],[""6669"",""緯穎"",600,1.95],[""4958"",""臻鼎-KY"",6154,1.85],[""6488"",""環球晶"",2350,1.56],[""3189"",""景碩"",3217,1.5],[""3533"",""嘉澤"",1240,1.5],[""6274"",""台燿"",1680,1.33],[""3443"",""創意"",510,1.32],[""8046"",""南電"",1750,1.28],[""1303"",""南亞"",10700,1.25],[""2368"",""金像電"",2060,1.15],[""5274"",""信驊"",125,1.15],[""7769"",""鴻勁"",300,1.15],[""8996"",""高力"",1600,1.02],[""2360"",""致茂"",760,0.97],[""3665"",""貿聯-KY"",600,0.81],[""2337"",""旺宏"",10000,0.77],[""6805"",""富世達"",700,0.6],[""6515"",""穎崴"",149,0.58],[""2317"",""鴻海"",3200,0.49],[""3211"",""順達"",2000,0.46],[""8358"",""金居"",1750,0.42],[""6239"",""力成"",2350,0.41],[""3583"",""辛耘"",900,0.41],[""1560"",""中砂"",750,0.31],[""4966"",""譜瑞-KY"",800,0.29],[""6415"",""矽力*-KY"",900,0.25],[""6442"",""光聖"",225,0.19],[""2049"",""上銀"",1010,0.19],[""3008"",""大立光"",60,0.15],[""2404"",""漢唐"",180,0.12],[""3264"",""欣銓"",600,0.08],[""2455"",""全新"",336,0.07],[""6285"",""啟碁"",250,0.04],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-24 00:00:00,00403A,2026-07-24 16:40:58,"[[""2330"",""台積電"",11600,16.82],[""2303"",""聯電"",76000,6],[""3017"",""奇鋐"",3450,5.07],[""2454"",""聯發科"",1730,4],[""3037"",""欣興"",7600,3.93],[""2383"",""台光電"",1330,3.9],[""2344"",""華邦電"",40000,3.81],[""6223"",""旺矽"",1000,3.52],[""2308"",""台達電"",3040,3.35],[""2345"",""智邦"",2260,3.1],[""3711"",""日月光投控"",6400,2.42],[""2327"",""國巨*"",6000,2.38],[""6669"",""緯穎"",600,2.12],[""3653"",""健策"",931,1.97],[""4958"",""臻鼎-KY"",6154,1.83],[""3533"",""嘉澤"",1240,1.51],[""6488"",""環球晶"",2350,1.49],[""3189"",""景碩"",3217,1.41],[""6274"",""台燿"",1680,1.3],[""3443"",""創意"",510,1.28],[""8046"",""南電"",1750,1.2],[""1303"",""南亞"",10700,1.17],[""5274"",""信驊"",125,1.13],[""7769"",""鴻勁"",300,1.12],[""2368"",""金像電"",1800,1],[""8996"",""高力"",1600,0.99],[""2360"",""致茂"",760,0.98],[""3665"",""貿聯-KY"",680,0.93],[""2337"",""旺宏"",10000,0.77],[""6805"",""富世達"",700,0.61],[""6515"",""穎崴"",149,0.58],[""2317"",""鴻海"",3200,0.5],[""3211"",""順達"",2000,0.47],[""6239"",""力成"",2600,0.45],[""8358"",""金居"",1750,0.4],[""3583"",""辛耘"",900,0.4],[""1560"",""中砂"",750,0.31],[""4966"",""譜瑞-KY"",800,0.3],[""6415"",""矽力*-KY"",900,0.26],[""2049"",""上銀"",1010,0.2],[""6442"",""光聖"",225,0.18],[""3008"",""大立光"",60,0.15],[""2404"",""漢唐"",180,0.12],[""3264"",""欣銓"",600,0.08],[""2455"",""全新"",336,0.07],[""6285"",""啟碁"",250,0.04],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-24 00:00:00,00981A,2026-07-24 16:46:01,"[[""2330"",""台積電"",11840,10.41],[""2383"",""台光電"",4653,8.28],[""2454"",""聯發科"",5131,7.2],[""2327"",""國巨*"",25098,6.03],[""3037"",""欣興"",16971,5.33],[""2345"",""智邦"",6334,5.26],[""6223"",""旺矽"",2443,5.21],[""6669"",""緯穎"",2417,5.18],[""3017"",""奇鋐"",5423,4.83],[""2303"",""聯電"",86550,4.14],[""3665"",""貿聯-KY"",4834,3.99],[""8046"",""南電"",9519,3.95],[""3711"",""日月光投控"",16327,3.74],[""2308"",""台達電"",5567,3.72],[""3653"",""健策"",2267,2.91],[""2368"",""金像電"",7478,2.52],[""5274"",""信驊"",449,2.47],[""6274"",""台燿"",5160,2.41],[""6805"",""富世達"",1931,1.02],[""8210"",""勤誠"",2267,0.93],[""2449"",""京元電子"",7089,0.72],[""6187"",""萬潤"",1334,0.47],[""6510"",""精測"",349,0.34],[""4958"",""臻鼎-KY"",1682,0.3],[""4979"",""華星光"",1874,0.3],[""1590"",""亞德客-KY"",528,0.28],[""6147"",""頎邦"",4706,0.28],[""6278"",""台表科"",4334,0.26],[""5439"",""高技"",2646,0.23],[""6515"",""穎崴"",93,0.22],[""6271"",""同欣電"",2966,0.21],[""2408"",""南亞科"",940,0.14],[""6191"",""精成科"",3988,0.13],[""3264"",""欣銓"",1508,0.12],[""3376"",""新日興"",1741,0.12],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-27 00:00:00,00981A,2026-07-27 16:41:38,"[[""2330"",""台積電"",11840,10.39],[""2383"",""台光電"",4653,8.37],[""2454"",""聯發科"",5131,7.05],[""2327"",""國巨*"",25098,5.86],[""3037"",""欣興"",16971,5.37],[""2345"",""智邦"",6334,5.3],[""6223"",""旺矽"",2443,5.22],[""6669"",""緯穎"",2417,5.19],[""3017"",""奇鋐"",5423,4.86],[""2303"",""聯電"",86550,4.07],[""3665"",""貿聯-KY"",4834,3.88],[""8046"",""南電"",9519,3.82],[""3711"",""日月光投控"",16327,3.71],[""2308"",""台達電"",5567,3.65],[""3653"",""健策"",2267,2.98],[""2368"",""金像電"",7478,2.5],[""5274"",""信驊"",449,2.46],[""6274"",""台燿"",5160,2.42],[""6805"",""富世達"",1931,1.05],[""8210"",""勤誠"",2267,0.95],[""2449"",""京元電子"",7089,0.73],[""6187"",""萬潤"",1334,0.52],[""6510"",""精測"",349,0.35],[""4979"",""華星光"",1874,0.31],[""4958"",""臻鼎-KY"",1682,0.3],[""1590"",""亞德客-KY"",528,0.28],[""6147"",""頎邦"",4706,0.27],[""6278"",""台表科"",4334,0.25],[""6515"",""穎崴"",93,0.22],[""6271"",""同欣電"",2966,0.2],[""5439"",""高技"",2280,0.2],[""2408"",""南亞科"",940,0.15],[""6191"",""精成科"",3988,0.13],[""3264"",""欣銓"",1508,0.12],[""3376"",""新日興"",1741,0.12],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-27 00:00:00,00403A,2026-07-27 16:46:01,"[[""2330"",""台積電"",11600,16.7],[""2303"",""聯電"",76000,5.87],[""3017"",""奇鋐"",3450,5.07],[""2383"",""台光電"",1360,4.01],[""3037"",""欣興"",7600,3.95],[""2344"",""華邦電"",40000,3.92],[""2454"",""聯發科"",1730,3.9],[""6223"",""旺矽"",1000,3.5],[""2308"",""台達電"",3040,3.27],[""2345"",""智邦"",2260,3.1],[""3711"",""日月光投控"",6400,2.38],[""2327"",""國巨*"",6000,2.3],[""6669"",""緯穎"",600,2.11],[""3653"",""健策"",931,2.01],[""4958"",""臻鼎-KY"",6154,1.77],[""6488"",""環球晶"",2350,1.53],[""3533"",""嘉澤"",1240,1.48],[""3189"",""景碩"",3217,1.4],[""6274"",""台燿"",1680,1.29],[""3443"",""創意"",510,1.27],[""8046"",""南電"",1750,1.15],[""1303"",""南亞"",10700,1.14],[""5274"",""信驊"",125,1.12],[""7769"",""鴻勁"",300,1.12],[""3665"",""貿聯-KY"",750,0.99],[""2368"",""金像電"",1800,0.99],[""8996"",""高力"",1600,0.98],[""2360"",""致茂"",760,0.98],[""2337"",""旺宏"",10000,0.77],[""6805"",""富世達"",700,0.62],[""6515"",""穎崴"",149,0.58],[""2317"",""鴻海"",3200,0.5],[""3211"",""順達"",2000,0.46],[""6239"",""力成"",2600,0.44],[""1560"",""中砂"",1000,0.42],[""3583"",""辛耘"",900,0.41],[""8358"",""金居"",1750,0.4],[""4966"",""譜瑞-KY"",800,0.3],[""6415"",""矽力*-KY"",900,0.25],[""2049"",""上銀"",1010,0.2],[""6442"",""光聖"",225,0.18],[""3008"",""大立光"",60,0.15],[""2404"",""漢唐"",180,0.12],[""3264"",""欣銓"",600,0.08],[""2455"",""全新"",336,0.07],[""3450"",""聯鈞"",200,0.05],[""6285"",""啟碁"",250,0.04],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""5347"",""世界"",1,0]]"
2026-07-28 00:00:00,00403A,2026-07-28 16:40:58,"[[""2330"",""台積電"",11600,16.91],[""2303"",""聯電"",76000,5.52],[""3017"",""奇鋐"",3450,4.94],[""2383"",""台光電"",1360,3.84],[""3037"",""欣興"",7600,3.71],[""2344"",""華邦電"",40000,3.68],[""2454"",""聯發科"",1730,3.67],[""6223"",""旺矽"",1000,3.3],[""2308"",""台達電"",3040,3.07],[""2345"",""智邦"",2260,2.95],[""3711"",""日月光投控"",6400,2.27],[""2327"",""國巨*"",6000,2.16],[""6669"",""緯穎"",600,2.04],[""3653"",""健策"",931,2.01],[""4958"",""臻鼎-KY"",6154,1.68],[""3533"",""嘉澤"",1240,1.46],[""6488"",""環球晶"",2350,1.44],[""3189"",""景碩"",3217,1.31],[""6274"",""台燿"",1680,1.21],[""3443"",""創意"",510,1.19],[""3665"",""貿聯-KY"",825,1.17],[""7769"",""鴻勁"",300,1.1],[""8046"",""南電"",1750,1.09],[""1303"",""南亞"",10700,1.07],[""5274"",""信驊"",125,1.05],[""2360"",""致茂"",760,0.94],[""8996"",""高力"",1600,0.93],[""2368"",""金像電"",1800,0.93],[""2337"",""旺宏"",10000,0.72],[""6805"",""富世達"",700,0.6],[""6515"",""穎崴"",149,0.57],[""2317"",""鴻海"",3200,0.49],[""3211"",""順達"",2000,0.43],[""6239"",""力成"",2600,0.42],[""1560"",""中砂"",1000,0.41],[""3583"",""辛耘"",900,0.4],[""8358"",""金居"",1750,0.37],[""4966"",""譜瑞-KY"",800,0.3],[""6415"",""矽力*-KY"",834,0.22],[""3008"",""大立光"",80,0.2],[""2049"",""上銀"",1010,0.19],[""6442"",""光聖"",225,0.18],[""2404"",""漢唐"",180,0.12],[""3450"",""聯鈞"",300,0.08],[""3264"",""欣銓"",600,0.07],[""2455"",""全新"",336,0.07],[""6285"",""啟碁"",250,0.04],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""5347"",""世界"",1,0]]"
2026-07-28 00:00:00,00981A,2026-07-28 16:56:05,"[[""2330"",""台積電"",10740,9.71],[""2383"",""台光電"",4653,8.14],[""2454"",""聯發科"",5131,6.75],[""2327"",""國巨*"",25098,5.61],[""3037"",""欣興"",16971,5.14],[""2345"",""智邦"",6334,5.13],[""6669"",""緯穎"",2417,5.1],[""6223"",""旺矽"",2443,5.01],[""3017"",""奇鋐"",5423,4.82],[""3665"",""貿聯-KY"",4834,4.25],[""2303"",""聯電"",86550,3.9],[""8046"",""南電"",9519,3.69],[""3711"",""日月光投控"",16327,3.59],[""2308"",""台達電"",5567,3.49],[""3653"",""健策"",2267,3.03],[""2368"",""金像電"",7478,2.4],[""5274"",""信驊"",449,2.36],[""6274"",""台燿"",5160,2.31],[""6805"",""富世達"",1931,1.03],[""8210"",""勤誠"",2267,0.92],[""2449"",""京元電子"",7443,0.7],[""6187"",""萬潤"",1334,0.51],[""6510"",""精測"",349,0.34],[""4979"",""華星光"",1874,0.32],[""1590"",""亞德客-KY"",528,0.29],[""4958"",""臻鼎-KY"",1682,0.29],[""6147"",""頎邦"",4706,0.26],[""6278"",""台表科"",4334,0.25],[""6515"",""穎崴"",93,0.22],[""6271"",""同欣電"",2966,0.19],[""2408"",""南亞科"",940,0.15],[""5439"",""高技"",1586,0.13],[""6191"",""精成科"",3988,0.13],[""3376"",""新日興"",1741,0.12],[""3264"",""欣銓"",1508,0.11],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-29 00:00:00,00403A,2026-07-29 16:41:01,"[[""2330"",""台積電"",11760,17.07],[""2303"",""聯電"",76000,5.14],[""3017"",""奇鋐"",3450,4.77],[""2383"",""台光電"",1360,3.68],[""2454"",""聯發科"",1730,3.6],[""3037"",""欣興"",7600,3.45],[""2344"",""華邦電"",40000,3.43],[""6223"",""旺矽"",1000,3.16],[""2308"",""台達電"",3040,3],[""2345"",""智邦"",2260,2.85],[""3653"",""健策"",990,2.16],[""3711"",""日月光投控"",6400,2.11],[""6669"",""緯穎"",600,2.03],[""2327"",""國巨*"",6000,2.01],[""4958"",""臻鼎-KY"",6154,1.64],[""3533"",""嘉澤"",1240,1.41],[""6488"",""環球晶"",2350,1.34],[""3189"",""景碩"",3217,1.22],[""3665"",""貿聯-KY"",880,1.21],[""6274"",""台燿"",1680,1.13],[""3443"",""創意"",510,1.11],[""5274"",""信驊"",125,1.06],[""8046"",""南電"",1750,1.02],[""7769"",""鴻勁"",300,1.02],[""2360"",""致茂"",760,0.92],[""8996"",""高力"",1600,0.91],[""6805"",""富世達"",700,0.58],[""2368"",""金像電"",1080,0.52],[""2337"",""旺宏"",7498,0.5],[""2317"",""鴻海"",3200,0.5],[""6515"",""穎崴"",119,0.43],[""1303"",""南亞"",4587,0.43],[""3211"",""順達"",2000,0.41],[""6239"",""力成"",2600,0.4],[""1560"",""中砂"",1000,0.39],[""3583"",""辛耘"",900,0.37],[""8358"",""金居"",1604,0.32],[""4966"",""譜瑞-KY"",800,0.3],[""3008"",""大立光"",110,0.28],[""2049"",""上銀"",1010,0.19],[""6442"",""光聖"",225,0.16],[""6415"",""矽力*-KY"",624,0.15],[""2404"",""漢唐"",180,0.12],[""3264"",""欣銓"",700,0.08],[""3450"",""聯鈞"",300,0.07],[""2455"",""全新"",336,0.06],[""6285"",""啟碁"",250,0.04],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""5347"",""世界"",1,0]]"
2026-07-29 00:00:00,00981A,2026-07-29 16:41:07,"[[""2330"",""台積電"",10740,9.86],[""2383"",""台光電"",4653,7.96],[""2454"",""聯發科"",5131,6.75],[""2327"",""國巨*"",25098,5.31],[""6669"",""緯穎"",2417,5.18],[""2345"",""智邦"",6334,5.05],[""6223"",""旺矽"",2443,4.88],[""3037"",""欣興"",16971,4.87],[""3017"",""奇鋐"",5423,4.74],[""3665"",""貿聯-KY"",4834,4.22],[""2303"",""聯電"",86550,3.7],[""8046"",""南電"",9519,3.49],[""2308"",""台達電"",5567,3.47],[""3711"",""日月光投控"",16327,3.4],[""3653"",""健策"",2267,3.13],[""5274"",""信驊"",449,2.42],[""2368"",""金像電"",7478,2.28],[""6274"",""台燿"",5160,2.2],[""6805"",""富世達"",1931,1.02],[""8210"",""勤誠"",2267,0.93],[""2449"",""京元電子"",7443,0.66],[""6187"",""萬潤"",1334,0.5],[""6510"",""精測"",319,0.32],[""4979"",""華星光"",1874,0.3],[""1590"",""亞德客-KY"",528,0.29],[""4958"",""臻鼎-KY"",1682,0.28],[""6278"",""台表科"",3972,0.23],[""6515"",""穎崴"",93,0.21],[""6147"",""頎邦"",3764,0.2],[""6271"",""同欣電"",2718,0.17],[""2408"",""南亞科"",940,0.14],[""6191"",""精成科"",3988,0.13],[""3376"",""新日興"",1741,0.12],[""3264"",""欣銓"",1508,0.11],[""5439"",""高技"",1056,0.09],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-30 00:00:00,00403A,2026-07-30 16:41:03,"[[""2330"",""台積電"",12000,17.4],[""2303"",""聯電"",76000,5.5],[""3017"",""奇鋐"",3450,4.79],[""2383"",""台光電"",1405,3.99],[""2454"",""聯發科"",1795,3.82],[""3037"",""欣興"",7600,3.58],[""6223"",""旺矽"",1000,3.16],[""2344"",""華邦電"",40000,3.12],[""2308"",""台達電"",3040,3.06],[""2345"",""智邦"",2290,2.91],[""3711"",""日月光投控"",6400,2.13],[""3653"",""健策"",990,2.04],[""6669"",""緯穎"",600,1.93],[""2327"",""國巨*"",6000,1.8],[""4958"",""臻鼎-KY"",6154,1.52],[""3533"",""嘉澤"",1240,1.38],[""5274"",""信驊"",145,1.25],[""3189"",""景碩"",3217,1.22],[""6488"",""環球晶"",2350,1.2],[""3443"",""創意"",510,1.16],[""6274"",""台燿"",1680,1.12],[""3665"",""貿聯-KY"",880,1.11],[""7769"",""鴻勁"",300,1.11],[""2360"",""致茂"",840,1.06],[""8046"",""南電"",1750,0.96],[""8996"",""高力"",1600,0.82],[""6805"",""富世達"",700,0.57],[""2317"",""鴻海"",3200,0.48],[""2337"",""旺宏"",7498,0.45],[""1303"",""南亞"",4587,0.44],[""3211"",""順達"",2000,0.38],[""1560"",""中砂"",1000,0.38],[""6239"",""力成"",2600,0.37],[""3583"",""辛耘"",900,0.35],[""3008"",""大立光"",140,0.34],[""6515"",""穎崴"",89,0.31],[""4966"",""譜瑞-KY"",800,0.28],[""8358"",""金居"",1312,0.23],[""2368"",""金像電"",420,0.2],[""2049"",""上銀"",1010,0.19],[""6442"",""光聖"",225,0.16],[""6415"",""矽力*-KY"",624,0.15],[""2404"",""漢唐"",180,0.12],[""3264"",""欣銓"",700,0.07],[""3450"",""聯鈞"",300,0.07],[""2455"",""全新"",336,0.06],[""6285"",""啟碁"",250,0.03],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""5347"",""世界"",1,0]]"
