資料日期,ETF,更新時間,持股JSON
2026-07-09 00:00:00,00981A,2026-07-09 16:41:02,"[[""2330"",""台積電"",11960,10.51],[""2383"",""台光電"",4653,8.97],[""2327"",""國巨*"",25098,8.22],[""2454"",""聯發科"",5131,7.33],[""6223"",""旺矽"",2443,6.3],[""2345"",""智邦"",6334,5.69],[""3037"",""欣興"",15779,5.03],[""2303"",""聯電"",86550,4.91],[""3017"",""奇鋐"",5191,4.44],[""6669"",""緯穎"",2417,4.43],[""8046"",""南電"",9149,4.05],[""3711"",""日月光投控"",14770,3.64],[""2308"",""台達電"",5052,3.46],[""3665"",""貿聯-KY"",4834,3.28],[""2368"",""金像電"",8315,3.25],[""6274"",""台燿"",5160,2.95],[""3653"",""健策"",2267,2.64],[""5274"",""信驊"",417,2.07],[""8210"",""勤誠"",2267,0.97],[""6805"",""富世達"",1811,0.96],[""6515"",""穎崴"",204,0.58],[""6187"",""萬潤"",1334,0.51],[""6147"",""頎邦"",6275,0.5],[""6510"",""精測"",411,0.43],[""5439"",""高技"",3528,0.42],[""6278"",""台表科"",4334,0.31],[""6271"",""同欣電"",2966,0.27],[""1590"",""亞德客-KY"",528,0.25],[""2449"",""京元電子"",1886,0.21],[""6191"",""精成科"",3988,0.15],[""3264"",""欣銓"",1508,0.13],[""3376"",""新日興"",1741,0.12],[""4966"",""譜瑞-KY"",140,0.03],[""2002"",""中鋼"",5163,0.03],[""6488"",""環球晶"",50,0.02],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-13 00:00:00,00403A,2026-07-13 23:23:52,"[[""2330"",""台積電"",12800,19.41],[""2303"",""聯電"",75000,7.15],[""3017"",""奇鋐"",3450,4.77],[""2344"",""華邦電"",40000,4.15],[""6223"",""旺矽"",1000,4.13],[""2327"",""國巨*"",7800,3.96],[""3037"",""欣興"",7064,3.96],[""2454"",""聯發科"",1600,3.8],[""2383"",""台光電"",1140,3.63],[""2345"",""智邦"",2100,3.14],[""2308"",""台達電"",2430,2.85],[""4958"",""臻鼎-KY"",6940,2.79],[""3711"",""日月光投控"",5900,2.46],[""6669"",""緯穎"",790,2.43],[""6488"",""環球晶"",2152,1.99],[""2368"",""金像電"",2750,1.79],[""3189"",""景碩"",3217,1.64],[""6274"",""台燿"",1700,1.64],[""3653"",""健策"",780,1.55],[""3533"",""嘉澤"",1240,1.53],[""3443"",""創意"",480,1.27],[""8996"",""高力"",1600,1.23],[""7769"",""鴻勁"",279,1.16],[""8046"",""南電"",1440,1.14],[""1303"",""南亞"",8500,1.05],[""6515"",""穎崴"",200,0.92],[""2337"",""旺宏"",10000,0.86],[""8358"",""金居"",1750,0.54],[""2360"",""致茂"",450,0.52],[""3211"",""順達"",1800,0.51],[""6805"",""富世達"",570,0.5],[""2317"",""鴻海"",3200,0.47],[""3583"",""辛耘"",900,0.44],[""1560"",""中砂"",1000,0.43],[""5274"",""信驊"",50,0.42],[""4966"",""譜瑞-KY"",800,0.32],[""6415"",""矽力*-KY"",900,0.29],[""6442"",""光聖"",300,0.26],[""2049"",""上銀"",1010,0.21],[""3665"",""貿聯-KY"",166,0.19],[""6239"",""力成"",900,0.17],[""2455"",""全新"",450,0.09],[""3264"",""欣銓"",600,0.08],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""8210"",""勤誠"",1,0],[""4979"",""華星光"",1,0],[""3529"",""力旺"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-13 00:00:00,00981A,2026-07-13 23:23:58,"[[""2330"",""台積電"",11960,10.85],[""2383"",""台光電"",4653,8.87],[""2327"",""國巨*"",25098,7.61],[""2454"",""聯發科"",5131,7.3],[""6223"",""旺矽"",2443,6.03],[""2345"",""智邦"",6334,5.66],[""3037"",""欣興"",16333,5.48],[""2303"",""聯電"",86550,4.94],[""6669"",""緯穎"",2417,4.46],[""8046"",""南電"",9231,4.36],[""3017"",""奇鋐"",5191,4.29],[""3711"",""日月光投控"",15139,3.77],[""2308"",""台達電"",5052,3.55],[""3665"",""貿聯-KY"",4834,3.35],[""2368"",""金像電"",8315,3.23],[""6274"",""台燿"",5160,2.97],[""3653"",""健策"",2267,2.69],[""5274"",""信驊"",417,2.1],[""8210"",""勤誠"",2267,0.96],[""6805"",""富世達"",1811,0.95],[""6515"",""穎崴"",204,0.56],[""6187"",""萬潤"",1334,0.51],[""6147"",""頎邦"",6275,0.46],[""6510"",""精測"",411,0.42],[""5439"",""高技"",3528,0.41],[""6278"",""台表科"",4334,0.29],[""6271"",""同欣電"",2966,0.26],[""1590"",""亞德客-KY"",528,0.26],[""2449"",""京元電子"",1886,0.22],[""6191"",""精成科"",3988,0.15],[""3264"",""欣銓"",1508,0.13],[""3376"",""新日興"",1741,0.13],[""2002"",""中鋼"",5163,0.04],[""6488"",""環球晶"",50,0.03],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-14 00:00:00,00403A,2026-07-14 16:40:58,"[[""2330"",""台積電"",12800,19.41],[""2303"",""聯電"",75000,7.1],[""3017"",""奇鋐"",3450,4.58],[""2344"",""華邦電"",40000,4.12],[""6223"",""旺矽"",1000,3.97],[""3037"",""欣興"",7064,3.87],[""2327"",""國巨*"",7800,3.8],[""2454"",""聯發科"",1600,3.67],[""2383"",""台光電"",1140,3.55],[""2345"",""智邦"",2100,3],[""2308"",""台達電"",2430,2.82],[""4958"",""臻鼎-KY"",6940,2.74],[""6669"",""緯穎"",790,2.43],[""3711"",""日月光投控"",5900,2.37],[""6488"",""環球晶"",2250,2.14],[""2368"",""金像電"",2750,1.75],[""3189"",""景碩"",3217,1.62],[""3653"",""健策"",780,1.5],[""3533"",""嘉澤"",1240,1.5],[""6274"",""台燿"",1700,1.49],[""8046"",""南電"",1550,1.25],[""3443"",""創意"",480,1.21],[""8996"",""高力"",1600,1.18],[""1303"",""南亞"",9000,1.18],[""7769"",""鴻勁"",279,1.12],[""6515"",""穎崴"",200,0.88],[""2337"",""旺宏"",10000,0.87],[""5274"",""信驊"",65,0.52],[""2360"",""致茂"",450,0.51],[""3211"",""順達"",1800,0.5],[""8358"",""金居"",1750,0.5],[""6805"",""富世達"",570,0.47],[""2317"",""鴻海"",3200,0.47],[""3583"",""辛耘"",900,0.43],[""1560"",""中砂"",1000,0.42],[""4966"",""譜瑞-KY"",800,0.31],[""6415"",""矽力*-KY"",900,0.28],[""6442"",""光聖"",300,0.25],[""2049"",""上銀"",1010,0.2],[""3665"",""貿聯-KY"",166,0.18],[""6239"",""力成"",900,0.17],[""2455"",""全新"",450,0.09],[""3264"",""欣銓"",600,0.08],[""3008"",""大立光"",30,0.08],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""8210"",""勤誠"",1,0],[""3529"",""力旺"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-14 00:00:00,00981A,2026-07-14 16:56:03,"[[""2330"",""台積電"",11960,10.96],[""2383"",""台光電"",4653,8.76],[""2327"",""國巨*"",25098,7.39],[""2454"",""聯發科"",5131,7.11],[""6223"",""旺矽"",2443,5.86],[""2345"",""智邦"",6334,5.47],[""3037"",""欣興"",16333,5.41],[""2303"",""聯電"",86550,4.95],[""8046"",""南電"",9519,4.65],[""6669"",""緯穎"",2417,4.49],[""3017"",""奇鋐"",5191,4.17],[""3711"",""日月光投控"",15284,3.71],[""2308"",""台達電"",5181,3.64],[""3665"",""貿聯-KY"",4834,3.25],[""2368"",""金像電"",8315,3.2],[""6274"",""台燿"",5160,2.73],[""3653"",""健策"",2267,2.64],[""5274"",""信驊"",417,2.05],[""8210"",""勤誠"",2267,0.95],[""6805"",""富世達"",1811,0.91],[""6515"",""穎崴"",204,0.54],[""6187"",""萬潤"",1334,0.5],[""6147"",""頎邦"",6275,0.44],[""5439"",""高技"",3528,0.39],[""6510"",""精測"",349,0.36],[""6278"",""台表科"",4334,0.28],[""1590"",""亞德客-KY"",528,0.26],[""6271"",""同欣電"",2966,0.25],[""2449"",""京元電子"",1886,0.21],[""6191"",""精成科"",3988,0.15],[""3376"",""新日興"",1741,0.13],[""3264"",""欣銓"",1508,0.12],[""2002"",""中鋼"",5163,0.04],[""6488"",""環球晶"",50,0.03],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-15 00:00:00,00981A,2026-07-15 16:41:06,"[[""2330"",""台積電"",11960,10.64],[""2383"",""台光電"",4653,8.62],[""2327"",""國巨*"",25098,7.3],[""2454"",""聯發科"",5131,7],[""3037"",""欣興"",16607,5.67],[""6223"",""旺矽"",2443,5.64],[""2345"",""智邦"",6334,5.4],[""2303"",""聯電"",86550,5.24],[""8046"",""南電"",9519,4.91],[""6669"",""緯穎"",2417,4.49],[""3017"",""奇鋐"",5191,4.1],[""3711"",""日月光投控"",15770,3.93],[""2308"",""台達電"",5181,3.57],[""3665"",""貿聯-KY"",4834,3.37],[""2368"",""金像電"",8315,3.11],[""3653"",""健策"",2267,2.71],[""6274"",""台燿"",5160,2.7],[""5274"",""信驊"",449,2.28],[""8210"",""勤誠"",2267,0.95],[""6805"",""富世達"",1811,0.92],[""6515"",""穎崴"",204,0.54],[""6187"",""萬潤"",1334,0.53],[""6147"",""頎邦"",6275,0.47],[""2449"",""京元電子"",4119,0.46],[""5439"",""高技"",3528,0.38],[""6510"",""精測"",349,0.36],[""6278"",""台表科"",4334,0.28],[""1590"",""亞德客-KY"",528,0.26],[""6271"",""同欣電"",2966,0.24],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.13],[""3264"",""欣銓"",1508,0.12],[""2002"",""中鋼"",5163,0.04],[""6488"",""環球晶"",50,0.03],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-15 00:00:00,00403A,2026-07-15 17:15:07,"[[""2330"",""台積電"",12800,18.98],[""2303"",""聯電"",75000,7.57],[""3017"",""奇鋐"",3450,4.54],[""2344"",""華邦電"",40000,4.39],[""3037"",""欣興"",7064,4.02],[""6223"",""旺矽"",1000,3.85],[""2327"",""國巨*"",7800,3.78],[""2454"",""聯發科"",1600,3.64],[""2383"",""台光電"",1140,3.52],[""2345"",""智邦"",2100,2.99],[""2308"",""台達電"",2530,2.91],[""4958"",""臻鼎-KY"",6940,2.61],[""6669"",""緯穎"",790,2.45],[""3711"",""日月光投控"",5900,2.45],[""6488"",""環球晶"",2250,2.02],[""2368"",""金像電"",2750,1.71],[""3189"",""景碩"",3217,1.65],[""3653"",""健策"",780,1.55],[""3533"",""嘉澤"",1240,1.53],[""8046"",""南電"",1750,1.5],[""6274"",""台燿"",1700,1.48],[""1303"",""南亞"",9900,1.37],[""3443"",""創意"",480,1.2],[""8996"",""高力"",1600,1.15],[""7769"",""鴻勁"",279,1.14],[""2337"",""旺宏"",10000,0.9],[""6515"",""穎崴"",200,0.88],[""5274"",""信驊"",80,0.67],[""2360"",""致茂"",540,0.63],[""8358"",""金居"",1750,0.49],[""6805"",""富世達"",570,0.48],[""3211"",""順達"",1800,0.47],[""2317"",""鴻海"",3200,0.46],[""3583"",""辛耘"",900,0.46],[""1560"",""中砂"",1000,0.45],[""4966"",""譜瑞-KY"",800,0.31],[""3665"",""貿聯-KY"",250,0.29],[""6415"",""矽力*-KY"",900,0.28],[""6442"",""光聖"",300,0.26],[""2049"",""上銀"",1010,0.2],[""6239"",""力成"",900,0.17],[""2455"",""全新"",450,0.09],[""3264"",""欣銓"",600,0.08],[""3008"",""大立光"",30,0.07],[""2404"",""漢唐"",60,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""8210"",""勤誠"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-16 00:00:00,00403A,2026-07-16 16:41:10,"[[""2330"",""台積電"",12800,19.52],[""2303"",""聯電"",75000,7.41],[""3017"",""奇鋐"",3450,4.74],[""2344"",""華邦電"",40000,4.25],[""3037"",""欣興"",7064,3.85],[""6223"",""旺矽"",1000,3.84],[""2327"",""國巨*"",7800,3.74],[""2454"",""聯發科"",1600,3.66],[""2383"",""台光電"",1140,3.51],[""2308"",""台達電"",2600,3.06],[""2345"",""智邦"",2100,3.01],[""3711"",""日月光投控"",6150,2.59],[""6669"",""緯穎"",790,2.5],[""4958"",""臻鼎-KY"",6940,2.48],[""6488"",""環球晶"",2250,1.9],[""2368"",""金像電"",2750,1.71],[""3653"",""健策"",780,1.64],[""3533"",""嘉澤"",1240,1.55],[""3189"",""景碩"",3217,1.53],[""8046"",""南電"",1750,1.38],[""6274"",""台燿"",1700,1.36],[""1303"",""南亞"",9900,1.35],[""3443"",""創意"",480,1.24],[""7769"",""鴻勁"",279,1.15],[""8996"",""高力"",1600,1.11],[""2337"",""旺宏"",10000,0.84],[""2360"",""致茂"",680,0.84],[""6515"",""穎崴"",200,0.83],[""5274"",""信驊"",95,0.81],[""6805"",""富世達"",570,0.5],[""2317"",""鴻海"",3200,0.48],[""3211"",""順達"",1800,0.47],[""8358"",""金居"",1750,0.47],[""3583"",""辛耘"",900,0.46],[""3665"",""貿聯-KY"",300,0.36],[""1560"",""中砂"",750,0.34],[""4966"",""譜瑞-KY"",800,0.31],[""6415"",""矽力*-KY"",900,0.26],[""6442"",""光聖"",300,0.25],[""2049"",""上銀"",1010,0.21],[""6239"",""力成"",900,0.18],[""3008"",""大立光"",60,0.16],[""3264"",""欣銓"",600,0.09],[""2455"",""全新"",450,0.09],[""2404"",""漢唐"",60,0.05],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""8210"",""勤誠"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-16 00:00:00,00981A,2026-07-16 16:46:09,"[[""2330"",""台積電"",11960,10.92],[""2383"",""台光電"",4653,8.59],[""2327"",""國巨*"",25098,7.2],[""2454"",""聯發科"",5131,7.02],[""6223"",""旺矽"",2443,5.62],[""2345"",""智邦"",6334,5.43],[""3037"",""欣興"",16607,5.42],[""2303"",""聯電"",86550,5.12],[""6669"",""緯穎"",2417,4.57],[""8046"",""南電"",9519,4.49],[""3017"",""奇鋐"",5191,4.27],[""3711"",""日月光投控"",16135,4.07],[""2308"",""台達電"",5181,3.65],[""3665"",""貿聯-KY"",4834,3.49],[""2368"",""金像電"",8315,3.09],[""3653"",""健策"",2267,2.85],[""6274"",""台燿"",5160,2.47],[""5274"",""信驊"",449,2.31],[""8210"",""勤誠"",2267,0.98],[""6805"",""富世達"",1811,0.95],[""2449"",""京元電子"",5193,0.61],[""6187"",""萬潤"",1334,0.53],[""6147"",""頎邦"",6275,0.46],[""5439"",""高技"",3528,0.38],[""6510"",""精測"",349,0.35],[""6515"",""穎崴"",130,0.32],[""6278"",""台表科"",4334,0.28],[""1590"",""亞德客-KY"",528,0.26],[""6271"",""同欣電"",2966,0.25],[""6191"",""精成科"",3988,0.14],[""3264"",""欣銓"",1508,0.13],[""3376"",""新日興"",1741,0.13],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-17 00:00:00,00981A,2026-07-17 16:46:14,"[[""2330"",""台積電"",11960,10.81],[""2383"",""台光電"",4653,8.26],[""2327"",""國巨*"",25098,6.93],[""2454"",""聯發科"",5131,6.83],[""6223"",""旺矽"",2443,5.4],[""2345"",""智邦"",6334,5.23],[""3037"",""欣興"",16607,5.21],[""2303"",""聯電"",86550,4.92],[""3017"",""奇鋐"",5191,4.51],[""6669"",""緯穎"",2417,4.41],[""8046"",""南電"",9519,4.32],[""3711"",""日月光投控"",16135,3.91],[""2308"",""台達電"",5181,3.56],[""3665"",""貿聯-KY"",4834,3.37],[""2368"",""金像電"",8315,3.04],[""3653"",""健策"",2267,2.87],[""6274"",""台燿"",5160,2.38],[""5274"",""信驊"",449,2.3],[""8210"",""勤誠"",2267,0.98],[""6805"",""富世達"",1811,0.96],[""2449"",""京元電子"",5193,0.59],[""6187"",""萬潤"",1334,0.51],[""6147"",""頎邦"",6275,0.44],[""5439"",""高技"",3528,0.36],[""6510"",""精測"",349,0.36],[""6515"",""穎崴"",130,0.31],[""6278"",""台表科"",4334,0.28],[""1590"",""亞德客-KY"",528,0.26],[""6271"",""同欣電"",2966,0.24],[""6191"",""精成科"",3988,0.14],[""3264"",""欣銓"",1508,0.13],[""3376"",""新日興"",1741,0.13],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-17 00:00:00,00403A,2026-07-17 17:15:58,"[[""2330"",""台積電"",12800,18.93],[""2303"",""聯電"",75000,6.97],[""3017"",""奇鋐"",3450,4.9],[""2344"",""華邦電"",40000,4],[""6223"",""旺矽"",1000,3.62],[""3037"",""欣興"",7064,3.62],[""2454"",""聯發科"",1650,3.59],[""2383"",""台光電"",1140,3.31],[""2327"",""國巨*"",7000,3.16],[""2308"",""台達電"",2700,3.03],[""2345"",""智邦"",2170,2.93],[""3711"",""日月光投控"",6150,2.44],[""6669"",""緯穎"",790,2.36],[""4958"",""臻鼎-KY"",6934,2.33],[""6488"",""環球晶"",2250,1.8],[""2368"",""金像電"",2750,1.65],[""3653"",""健策"",780,1.62],[""3533"",""嘉澤"",1240,1.49],[""3189"",""景碩"",3217,1.44],[""8046"",""南電"",1750,1.3],[""6274"",""台燿"",1700,1.28],[""1303"",""南亞"",9900,1.27],[""3443"",""創意"",480,1.19],[""7769"",""鴻勁"",279,1.09],[""8996"",""高力"",1600,1.05],[""2337"",""旺宏"",10000,0.81],[""2360"",""致茂"",680,0.81],[""5274"",""信驊"",95,0.79],[""6515"",""穎崴"",171,0.67],[""6805"",""富世達"",570,0.5],[""2317"",""鴻海"",3200,0.48],[""3211"",""順達"",1800,0.45],[""8358"",""金居"",1750,0.45],[""3583"",""辛耘"",900,0.43],[""3665"",""貿聯-KY"",300,0.34],[""1560"",""中砂"",750,0.32],[""4966"",""譜瑞-KY"",800,0.3],[""6442"",""光聖"",300,0.25],[""6415"",""矽力*-KY"",900,0.25],[""2049"",""上銀"",1010,0.2],[""6239"",""力成"",900,0.17],[""3008"",""大立光"",60,0.16],[""2404"",""漢唐"",140,0.1],[""3264"",""欣銓"",600,0.08],[""2455"",""全新"",450,0.08],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""8210"",""勤誠"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-20 00:00:00,00403A,2026-07-20 16:40:59,"[[""2330"",""台積電"",12800,19.08],[""2303"",""聯電"",75000,6.26],[""3017"",""奇鋐"",3450,4.73],[""2344"",""華邦電"",40000,3.88],[""2454"",""聯發科"",1650,3.54],[""6223"",""旺矽"",1000,3.5],[""3037"",""欣興"",7064,3.4],[""2383"",""台光電"",1140,3.22],[""2308"",""台達電"",2700,2.96],[""2345"",""智邦"",2170,2.91],[""2327"",""國巨*"",6000,2.43],[""6669"",""緯穎"",790,2.38],[""3711"",""日月光投控"",6150,2.36],[""4958"",""臻鼎-KY"",6934,2.13],[""6488"",""環球晶"",2350,1.91],[""3653"",""健策"",800,1.64],[""3533"",""嘉澤"",1240,1.52],[""3189"",""景碩"",3217,1.4],[""8046"",""南電"",1750,1.24],[""2368"",""金像電"",2060,1.23],[""6274"",""台燿"",1700,1.23],[""1303"",""南亞"",9900,1.19],[""3443"",""創意"",480,1.15],[""7769"",""鴻勁"",279,1.08],[""8996"",""高力"",1600,1],[""5274"",""信驊"",110,0.91],[""2360"",""致茂"",680,0.8],[""2337"",""旺宏"",10000,0.75],[""6515"",""穎崴"",161,0.63],[""6805"",""富世達"",570,0.48],[""2317"",""鴻海"",3200,0.48],[""8358"",""金居"",1750,0.42],[""3665"",""貿聯-KY"",360,0.42],[""3583"",""辛耘"",900,0.42],[""3211"",""順達"",1800,0.41],[""1560"",""中砂"",750,0.31],[""4966"",""譜瑞-KY"",800,0.29],[""6415"",""矽力*-KY"",900,0.25],[""6442"",""光聖"",300,0.24],[""2049"",""上銀"",1010,0.19],[""3008"",""大立光"",60,0.15],[""6239"",""力成"",900,0.15],[""2404"",""漢唐"",140,0.1],[""3264"",""欣銓"",600,0.08],[""2455"",""全新"",336,0.06],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""8210"",""勤誠"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
2026-07-20 00:00:00,00981A,2026-07-20 16:41:05,"[[""2330"",""台積電"",11960,11.06],[""2383"",""台光電"",4653,8.15],[""2454"",""聯發科"",5131,6.83],[""2327"",""國巨*"",25098,6.3],[""6223"",""旺矽"",2443,5.31],[""2345"",""智邦"",6334,5.28],[""3037"",""欣興"",16607,4.97],[""3017"",""奇鋐"",5295,4.51],[""6669"",""緯穎"",2417,4.51],[""2303"",""聯電"",86550,4.49],[""8046"",""南電"",9519,4.19],[""3711"",""日月光投控"",16135,3.84],[""2308"",""台達電"",5247,3.57],[""3665"",""貿聯-KY"",4834,3.51],[""2368"",""金像電"",8315,3.07],[""3653"",""健策"",2267,2.89],[""6274"",""台燿"",5160,2.31],[""5274"",""信驊"",449,2.31],[""8210"",""勤誠"",2267,0.98],[""6805"",""富世達"",1811,0.94],[""2449"",""京元電子"",6197,0.67],[""6187"",""萬潤"",1334,0.5],[""6147"",""頎邦"",6275,0.41],[""6510"",""精測"",349,0.36],[""5439"",""高技"",3234,0.32],[""6515"",""穎崴"",130,0.31],[""1590"",""亞德客-KY"",528,0.28],[""6278"",""台表科"",4334,0.27],[""6271"",""同欣電"",2966,0.23],[""6191"",""精成科"",3988,0.14],[""3376"",""新日興"",1741,0.13],[""3264"",""欣銓"",1508,0.12],[""2002"",""中鋼"",5163,0.04],[""4966"",""譜瑞-KY"",140,0.03],[""8996"",""高力"",1,0],[""8358"",""金居"",1,0],[""3661"",""世芯-KY"",1,0],[""1815"",""富喬"",107,0],[""3443"",""創意"",1,0],[""2439"",""美律"",1,0],[""3008"",""大立光"",1,0],[""4958"",""臻鼎-KY"",1,0],[""2382"",""廣達"",1,0],[""3533"",""嘉澤"",1,0],[""6488"",""環球晶"",1,0],[""2313"",""華通"",1,0],[""8150"",""南茂"",1,0],[""2317"",""鴻海"",1,0],[""5347"",""世界"",1,0],[""2481"",""強茂"",5,0]]"
2026-07-21 00:00:00,00403A,2026-07-21 16:41:00,"[[""2330"",""台積電"",12800,18.78],[""2303"",""聯電"",75000,6.14],[""3017"",""奇鋐"",3450,4.87],[""2344"",""華邦電"",40000,3.79],[""2454"",""聯發科"",1680,3.75],[""2383"",""台光電"",1260,3.7],[""3037"",""欣興"",7142,3.59],[""6223"",""旺矽"",1000,3.58],[""2308"",""台達電"",2820,3.15],[""2345"",""智邦"",2200,2.97],[""3711"",""日月光投控"",6400,2.47],[""2327"",""國巨*"",6000,2.45],[""6669"",""緯穎"",790,2.4],[""4958"",""臻鼎-KY"",6934,2.15],[""3653"",""健策"",874,1.87],[""6488"",""環球晶"",2350,1.72],[""3533"",""嘉澤"",1240,1.53],[""3189"",""景碩"",3217,1.46],[""8046"",""南電"",1750,1.27],[""6274"",""台燿"",1680,1.26],[""2368"",""金像電"",2060,1.23],[""3443"",""創意"",480,1.2],[""7769"",""鴻勁"",300,1.19],[""1303"",""南亞"",9900,1.18],[""8996"",""高力"",1600,0.96],[""5274"",""信驊"",110,0.94],[""2360"",""致茂"",680,0.83],[""2337"",""旺宏"",10000,0.75],[""6515"",""穎崴"",149,0.6],[""6805"",""富世達"",620,0.53],[""2317"",""鴻海"",3200,0.48],[""3665"",""貿聯-KY"",376,0.46],[""3211"",""順達"",1800,0.42],[""8358"",""金居"",1750,0.42],[""3583"",""辛耘"",900,0.41],[""1560"",""中砂"",750,0.31],[""4966"",""譜瑞-KY"",800,0.28],[""6415"",""矽力*-KY"",900,0.25],[""6239"",""力成"",1400,0.23],[""2049"",""上銀"",1010,0.19],[""6442"",""光聖"",225,0.17],[""3008"",""大立光"",60,0.15],[""2404"",""漢唐"",140,0.1],[""3264"",""欣銓"",600,0.08],[""2455"",""全新"",336,0.06],[""6285"",""啟碁"",100,0.01],[""8299"",""群聯"",1,0],[""6196"",""帆宣"",1,0],[""6147"",""頎邦"",1,0],[""5347"",""世界"",1,0]]"
